starting_equity,ending_equity,pnl,pnl_pct,n_trades,n_wins,n_losses,winrate,max_drawdown_pct
1000.0,1000.1322053029556,0.13220530295564004,0.013220530295564003,14,6,8,42.857142857142854,0.06723882243198151
