starting_equity,ending_equity,pnl,pnl_pct,n_trades,n_wins,n_losses,winrate,max_drawdown_pct
1000.0,1000.7232134204854,0.7232134204854219,0.07232134204854218,7,4,3,57.14285714285714,0.04436402832227153
