starting_equity,ending_equity,pnl,pnl_pct,n_trades,n_wins,n_losses,winrate,max_drawdown_pct
1000.0,999.7931274692577,-0.20687253074231648,-0.020687253074231648,25,11,14,44.0,0.10128300566942361
