open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore
2025-06-07 09:15:00+00:00,104884.07,104942.02,104843.04,104936.49,60.84074,2025-06-07 09:29:59.999000+00:00,6382908.68623900,9670,34.71920000,3642479.57878510,0
2025-06-07 09:30:00+00:00,104936.5,104936.5,104782.87,104782.87,52.26114,2025-06-07 09:44:59.999000+00:00,5478697.59561040,9305,8.64100000,905779.59314100,0
2025-06-07 09:45:00+00:00,104782.88,104870.01,104782.87,104848.09,41.01587,2025-06-07 09:59:59.999000+00:00,4299384.85286210,10601,17.49561000,1833886.17803250,0
2025-06-07 10:00:00+00:00,104848.09,104949.0,104840.29,104948.99,55.04549,2025-06-07 10:14:59.999000+00:00,5772968.38427840,13022,23.81665000,2497865.43585300,0
2025-06-07 10:15:00+00:00,104948.99,105178.9,104948.99,105148.4,142.98468,2025-06-07 10:29:59.999000+00:00,15026574.04453310,18485,68.98004000,7247670.38480550,0
2025-06-07 10:30:00+00:00,105148.4,105170.42,105008.16,105056.6,64.26564,2025-06-07 10:44:59.999000+00:00,6752576.27367400,14551,16.37020000,1720071.27989560,0
2025-06-07 10:45:00+00:00,105056.6,105198.58,104937.62,105145.84,92.99373,2025-06-07 10:59:59.999000+00:00,9772358.23474130,22724,31.47156000,3307049.86717850,0
2025-06-07 11:00:00+00:00,105145.83,105244.29,105122.13,105136.73,73.66759,2025-06-07 11:14:59.999000+00:00,7747445.27466470,15193,29.36714000,3088699.16098990,0
2025-06-07 11:15:00+00:00,105136.74,105264.0,105136.73,105216.37,74.89598,2025-06-07 11:29:59.999000+00:00,7880363.06609740,15009,29.77722000,3132693.95790520,0
2025-06-07 11:30:00+00:00,105216.37,105256.21,105162.78,105181.09,77.16153,2025-06-07 11:44:59.999000+00:00,8117799.18494860,12652,31.90130000,3356000.65147180,0
2025-06-07 11:45:00+00:00,105181.1,105181.1,105050.04,105150.01,157.15289,2025-06-07 11:59:59.999000+00:00,16522138.48753090,11810,71.74028000,7541902.87391070,0
2025-06-07 12:00:00+00:00,105150.01,105286.57,105150.0,105278.68,235.97003,2025-06-07 12:14:59.999000+00:00,24830226.90939010,14735,147.16192000,15483797.93391550,0
2025-06-07 12:15:00+00:00,105278.69,105299.0,105209.31,105298.99,108.11287,2025-06-07 12:29:59.999000+00:00,11379656.78697200,13383,57.75979000,6080016.25880230,0
2025-06-07 12:30:00+00:00,105299.0,105702.99,105253.1,105621.12,590.37241,2025-06-07 12:44:59.999000+00:00,62249336.42552690,46333,382.91369000,40373622.69908940,0
2025-06-07 12:45:00+00:00,105621.12,105636.29,105427.72,105465.21,125.472,2025-06-07 12:59:59.999000+00:00,13233871.00065040,18599,60.52814000,6383642.38522110,0
2025-06-07 13:00:00+00:00,105465.22,105483.77,105309.56,105472.21,120.83962,2025-06-07 13:14:59.999000+00:00,12736242.20189890,18170,65.61533000,6915903.86691870,0
2025-06-07 13:15:00+00:00,105472.21,105572.57,105471.21,105510.15,80.28175,2025-06-07 13:29:59.999000+00:00,8471538.76943580,12279,41.79161000,4409871.59447270,0
2025-06-07 13:30:00+00:00,105510.15,105680.0,105510.14,105651.17,123.93962,2025-06-07 13:44:59.999000+00:00,13088378.89626090,18682,48.05668000,5074368.14901260,0
2025-06-07 13:45:00+00:00,105651.17,105800.0,105600.0,105610.52,153.40228,2025-06-07 13:59:59.999000+00:00,16214985.29017630,27929,83.75649000,8854070.86586310,0
2025-06-07 14:00:00+00:00,105610.53,105663.83,105500.0,105553.26,102.12175,2025-06-07 14:14:59.999000+00:00,10779818.36395990,20142,42.92353000,4530382.73285550,0
2025-06-07 14:15:00+00:00,105553.26,105569.58,105418.6,105427.56,135.02201,2025-06-07 14:29:59.999000+00:00,14243627.09715970,15573,33.52532000,3536275.51692520,0
2025-06-07 14:30:00+00:00,105427.56,105688.4,105414.67,105539.99,97.46235,2025-06-07 14:44:59.999000+00:00,10288499.86029300,22890,61.35666000,6476811.79783450,0
2025-06-07 14:45:00+00:00,105540.0,105555.34,105394.48,105431.61,60.38793,2025-06-07 14:59:59.999000+00:00,6368901.42318770,14472,16.90526000,1782848.63136060,0
2025-06-07 15:00:00+00:00,105431.61,105500.0,105367.05,105394.23,77.39663,2025-06-07 15:14:59.999000+00:00,8161416.11722320,20324,29.72232000,3133946.36079360,0
2025-06-07 15:15:00+00:00,105394.22,105521.99,105316.98,105456.53,68.95199,2025-06-07 15:29:59.999000+00:00,7270190.24392960,16972,28.56573000,3011667.18208460,0
2025-06-07 15:30:00+00:00,105456.54,105577.18,105413.21,105458.81,61.10895,2025-06-07 15:44:59.999000+00:00,6445904.42251140,15563,27.02747000,2851137.19364810,0
2025-06-07 15:45:00+00:00,105458.81,105570.14,105458.8,105558.11,56.88739,2025-06-07 15:59:59.999000+00:00,6003289.99705260,11600,23.16247000,2444111.53278960,0
2025-06-07 16:00:00+00:00,105558.11,105666.66,105558.11,105623.98,84.98246,2025-06-07 16:14:59.999000+00:00,8975488.00512520,14069,49.03836000,5179396.25609330,0
2025-06-07 16:15:00+00:00,105623.99,105638.08,105469.34,105469.34,59.66598,2025-06-07 16:29:59.999000+00:00,6298021.27725510,15545,17.68075000,1866443.63300600,0
2025-06-07 16:30:00+00:00,105469.35,105474.48,105395.34,105412.3,61.93509,2025-06-07 16:44:59.999000+00:00,6529248.76341140,10621,17.92741000,1889820.81343770,0
2025-06-07 16:45:00+00:00,105412.3,105412.3,105279.06,105350.68,72.56912,2025-06-07 16:59:59.999000+00:00,7644720.48536780,14309,24.85881000,2618384.24826210,0
2025-06-07 17:00:00+00:00,105350.68,105495.72,105350.0,105495.71,46.79678,2025-06-07 17:14:59.999000+00:00,4933640.50402470,9748,25.87991000,2728485.38955230,0
2025-06-07 17:15:00+00:00,105495.72,105558.62,105447.85,105524.73,36.84668,2025-06-07 17:29:59.999000+00:00,3887617.88804810,9910,17.46286000,1842439.06876200,0
