open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore
2025-06-07 10:00:00+00:00,104848.09,105198.58,104840.29,105145.84,355.28954,2025-06-07 10:59:59.999000+00:00,37324476.93722680,68782,140.63845000,14772656.96773260,0
2025-06-07 11:00:00+00:00,105145.83,105264.0,105050.04,105150.01,382.87799,2025-06-07 11:59:59.999000+00:00,40267746.01324160,54664,162.78594000,17119296.64427760,0
2025-06-07 12:00:00+00:00,105150.01,105702.99,105150.0,105465.21,1059.92731,2025-06-07 12:59:59.999000+00:00,111693091.12253940,93050,648.36354000,68321079.27702830,0
2025-06-07 13:00:00+00:00,105465.22,105800.0,105309.56,105610.52,478.46327,2025-06-07 13:59:59.999000+00:00,50511145.15777190,77060,239.22011000,25254214.47626710,0
2025-06-07 14:00:00+00:00,105610.53,105688.4,105394.48,105431.61,394.99404,2025-06-07 14:59:59.999000+00:00,41680846.74460030,73077,154.71077000,16326318.67897580,0
2025-06-07 15:00:00+00:00,105431.61,105577.18,105316.98,105558.11,264.34496,2025-06-07 15:59:59.999000+00:00,27880800.78071680,64459,108.47799000,11440862.26931590,0
2025-06-07 16:00:00+00:00,105558.11,105666.66,105279.06,105350.68,279.15265,2025-06-07 16:59:59.999000+00:00,29447478.53115950,54544,109.50533000,11554044.95079910,0
2025-06-07 17:00:00+00:00,105350.68,105558.62,105350.0,105393.21,183.64973,2025-06-07 17:59:59.999000+00:00,19367439.79956940,40094,68.15978000,7187846.11207660,0
2025-06-07 18:00:00+00:00,105393.21,105884.46,105393.2,105599.99,712.93146,2025-06-07 18:59:59.999000+00:00,75340975.52574410,82506,345.87521000,36552374.46900470,0
2025-06-07 19:00:00+00:00,105599.99,105871.33,105599.99,105725.91,360.31008,2025-06-07 19:59:59.999000+00:00,38100954.97895660,48993,164.48860000,17391767.61528310,0
2025-06-07 20:00:00+00:00,105725.91,105900.0,105725.9,105846.98,192.22857,2025-06-07 20:59:59.999000+00:00,20345153.96740270,37159,115.50378000,12224265.04377110,0
2025-06-07 21:00:00+00:00,105846.98,105865.43,105707.39,105764.64,139.73285,2025-06-07 21:59:59.999000+00:00,14784687.98190940,28799,55.54711000,5876983.33087690,0
2025-06-07 22:00:00+00:00,105764.63,105900.0,105664.0,105820.51,179.8611,2025-06-07 22:59:59.999000+00:00,19031026.61883260,43832,96.72802000,10235012.89422690,0
2025-06-07 23:00:00+00:00,105820.52,105820.52,105534.88,105552.15,209.75344,2025-06-07 23:59:59.999000+00:00,22158905.36870710,39049,67.12446000,7091211.42788780,0
2025-06-08 00:00:00+00:00,105552.15,105654.95,105441.86,105473.21,278.41728,2025-06-08 00:59:59.999000+00:00,29377918.41526000,39961,116.12246000,12253663.10903370,0
2025-06-08 01:00:00+00:00,105473.22,105786.33,105400.57,105690.33,312.19485,2025-06-08 01:59:59.999000+00:00,32950160.12819970,42595,194.82691000,20558731.87218500,0
2025-06-08 02:00:00+00:00,105690.32,105690.33,105441.86,105441.87,301.18228,2025-06-08 02:59:59.999000+00:00,31778738.80253700,44639,173.75367000,18331989.08849230,0
2025-06-08 03:00:00+00:00,105441.86,105500.0,105394.03,105471.59,192.88835,2025-06-08 03:59:59.999000+00:00,20337626.46265650,27015,81.01434000,8542104.49281180,0
2025-06-08 04:00:00+00:00,105471.59,105636.53,105408.38,105614.38,151.52478,2025-06-08 04:59:59.999000+00:00,15989205.48849590,30977,77.46697000,8175251.20216210,0
2025-06-08 05:00:00+00:00,105614.37,105653.13,105412.76,105438.34,148.53573,2025-06-08 05:59:59.999000+00:00,15675317.76569940,25205,64.01458000,6755905.56305390,0
2025-06-08 06:00:00+00:00,105438.34,105599.32,105432.96,105442.87,155.65979,2025-06-08 06:59:59.999000+00:00,16424522.78503170,29225,75.14391000,7928864.43932390,0
2025-06-08 07:00:00+00:00,105442.88,105556.15,105410.23,105426.45,167.34238,2025-06-08 07:59:59.999000+00:00,17648069.43896690,30276,61.80777000,6518391.17098390,0
2025-06-08 08:00:00+00:00,105426.46,105495.99,105367.88,105373.81,192.70501,2025-06-08 08:59:59.999000+00:00,20319223.37396160,28972,90.10687000,9501217.63994740,0
2025-06-08 09:00:00+00:00,105373.82,105405.8,105075.51,105140.01,497.00351,2025-06-08 09:59:59.999000+00:00,52305729.61761020,73238,234.81807000,24711028.40263820,0
2025-06-08 10:00:00+00:00,105140.0,105481.24,104964.14,105357.64,605.7311,2025-06-08 10:59:59.999000+00:00,63755946.59879890,74130,364.35580000,38359317.50314460,0
2025-06-08 11:00:00+00:00,105357.64,105720.94,105357.63,105686.71,376.57336,2025-06-08 11:59:59.999000+00:00,39754765.82628090,61934,251.34219000,26532488.03160810,0
2025-06-08 12:00:00+00:00,105686.71,105773.6,105520.25,105721.5,711.6709,2025-06-08 12:59:59.999000+00:00,75181989.70081440,88516,528.95356000,55880090.21916330,0
2025-06-08 13:00:00+00:00,105721.5,106160.19,105577.36,105627.9,891.02348,2025-06-08 13:59:59.999000+00:00,94290874.45107640,102039,618.86156000,65494848.17308000,0
2025-06-08 14:00:00+00:00,105627.9,105910.17,105577.36,105829.66,258.38147,2025-06-08 14:59:59.999000+00:00,27319452.87085120,71982,115.13452000,12172180.40005910,0
2025-06-08 15:00:00+00:00,105829.66,106095.85,105818.18,105984.52,339.9057,2025-06-08 15:59:59.999000+00:00,36021539.34270820,57713,166.45404000,17639753.97348570,0
2025-06-08 16:00:00+00:00,105984.53,106320.77,105943.91,106189.99,430.6459,2025-06-08 16:59:59.999000+00:00,45715319.76373470,86197,240.28605000,25508847.18230630,0
2025-06-08 17:00:00+00:00,106190.0,106360.0,106081.59,106082.95,300.0469,2025-06-08 17:59:59.999000+00:00,31876607.33997850,56835,122.22467000,12986590.02729680,0
2025-06-08 18:00:00+00:00,106082.95,106325.59,106020.46,106317.7,214.12634,2025-06-08 18:59:59.999000+00:00,22745544.81038690,40661,95.34743000,10127047.11161910,0
2025-06-08 19:00:00+00:00,106317.71,106335.9,106180.85,106289.99,155.14719,2025-06-08 19:59:59.999000+00:00,16488921.24844390,23446,74.48436000,7915540.38070080,0
2025-06-08 20:00:00+00:00,106289.99,106319.92,106118.72,106147.66,273.99242,2025-06-08 20:59:59.999000+00:00,29119027.28384470,28139,140.06386000,14885551.01948750,0
2025-06-08 21:00:00+00:00,106147.65,106488.14,106147.65,106331.92,236.61843,2025-06-08 21:59:59.999000+00:00,25154577.57112160,39614,139.44778000,14822480.86780960,0
2025-06-08 22:00:00+00:00,106331.92,106360.85,105674.7,105770.55,441.89266,2025-06-08 22:59:59.999000+00:00,46817307.65488690,105731,195.92115000,20758399.12723360,0
2025-06-08 23:00:00+00:00,105770.55,105775.99,105545.71,105734.0,414.85324,2025-06-08 23:59:59.999000+00:00,43838742.68695150,86114,139.47014000,14738225.09069730,0
2025-06-09 00:00:00+00:00,105734.01,105966.33,105581.44,105706.34,642.30292,2025-06-09 00:59:59.999000+00:00,67917198.57791010,142208,264.71255000,27990735.14990260,0
2025-06-09 01:00:00+00:00,105706.34,105740.9,105427.53,105527.71,390.41065,2025-06-09 01:59:59.999000+00:00,41223740.88911700,73161,125.42923000,13243594.94492440,0
2025-06-09 02:00:00+00:00,105527.71,105724.76,105475.48,105560.89,237.10673,2025-06-09 02:59:59.999000+00:00,25041609.01429020,53725,105.89858000,11184393.16575360,0
2025-06-09 03:00:00+00:00,105560.9,105700.37,105318.37,105659.13,525.2294,2025-06-09 03:59:59.999000+00:00,55410644.11085620,56390,288.94061000,30484472.15555210,0
2025-06-09 04:00:00+00:00,105659.14,105717.3,105428.02,105449.21,501.62589,2025-06-09 04:59:59.999000+00:00,52984624.45814530,44021,244.91035000,25867973.41477950,0
2025-06-09 05:00:00+00:00,105449.21,105522.87,105325.6,105379.11,319.63601,2025-06-09 05:59:59.999000+00:00,33694073.05458460,44899,140.44812000,14804441.38063120,0
2025-06-09 06:00:00+00:00,105379.12,105692.84,105319.0,105692.83,454.58589,2025-06-09 06:59:59.999000+00:00,47967342.69462840,48833,202.35422000,21356731.53494950,0
2025-06-09 07:00:00+00:00,105692.84,105692.84,105500.0,105560.71,194.49207,2025-06-09 07:59:59.999000+00:00,20534943.50944420,36202,65.99892000,6967693.07628610,0
2025-06-09 08:00:00+00:00,105560.71,105949.09,105473.57,105926.39,461.1018,2025-06-09 08:59:59.999000+00:00,48736117.62723780,56773,290.32295000,30692760.28512300,0
2025-06-09 09:00:00+00:00,105926.4,106888.0,105832.0,106612.52,1140.00074,2025-06-09 09:59:59.999000+00:00,121347996.20008840,135551,754.46546000,80314972.53144310,0
2025-06-09 10:00:00+00:00,106612.53,107464.77,106565.3,107179.7,1524.82298,2025-06-09 10:59:59.999000+00:00,163355681.55487900,182556,902.18496000,96647527.61050760,0
2025-06-09 11:00:00+00:00,107179.7,107806.0,107146.18,107759.21,1299.03104,2025-06-09 11:59:59.999000+00:00,139680489.64525310,152886,743.70613000,79961471.32736630,0
2025-06-09 12:00:00+00:00,107759.21,107990.0,107540.22,107750.39,875.21201,2025-06-09 12:59:59.999000+00:00,94304164.91944230,84199,479.94958000,51728155.61822450,0
2025-06-09 13:00:00+00:00,107750.39,107893.4,106860.0,107026.47,1035.50084,2025-06-09 13:59:59.999000+00:00,111238088.24495140,160994,423.99272000,45557425.83413610,0
2025-06-09 14:00:00+00:00,107026.48,108000.0,107026.48,107610.33,1005.76983,2025-06-09 14:59:59.999000+00:00,108197367.36021410,211485,591.49863000,63627515.40388870,0
2025-06-09 15:00:00+00:00,107610.32,108020.0,107522.79,107635.91,627.93587,2025-06-09 15:59:59.999000+00:00,67707738.90921180,141600,302.10055000,32578910.99466680,0
2025-06-09 16:00:00+00:00,107635.91,108127.16,107635.91,107697.51,895.91837,2025-06-09 16:59:59.999000+00:00,96698499.14646280,139022,375.42484000,40522282.35618170,0
2025-06-09 17:00:00+00:00,107697.52,108422.28,107659.35,108337.56,661.80863,2025-06-09 17:59:59.999000+00:00,71609773.84582680,137775,342.74062000,37081143.77968450,0
2025-06-09 18:00:00+00:00,108337.57,108552.44,108284.5,108446.18,521.19201,2025-06-09 18:59:59.999000+00:00,56512095.75438020,102276,245.89250000,26665157.05578210,0
2025-06-09 19:00:00+00:00,108446.18,108767.24,108339.68,108564.72,610.54706,2025-06-09 19:59:59.999000+00:00,66281922.85328990,132524,299.15895000,32478585.24368690,0
2025-06-09 20:00:00+00:00,108565.86,108736.19,108456.08,108706.74,326.05236,2025-06-09 20:59:59.999000+00:00,35426283.60928440,61683,156.60789000,17016347.05722620,0
2025-06-09 21:00:00+00:00,108706.74,110530.17,108706.73,109973.75,3520.02143,2025-06-09 21:59:59.999000+00:00,386258910.45084130,348013,2156.48892000,236606013.44402550,0
2025-06-09 22:00:00+00:00,109973.74,110420.0,109734.92,110177.28,1243.72377,2025-06-09 22:59:59.999000+00:00,136965747.49628540,172947,743.29989000,81865039.44551970,0
2025-06-09 23:00:00+00:00,110177.28,110313.99,109866.18,110263.02,961.34621,2025-06-09 23:59:59.999000+00:00,105826968.29454810,120123,377.35500000,41546722.70331990,0
2025-06-10 00:00:00+00:00,110263.02,110311.82,109909.54,109913.91,893.59303,2025-06-10 00:59:59.999000+00:00,98398837.76314810,124798,402.01239000,44260348.41918740,0
2025-06-10 01:00:00+00:00,109913.91,109953.98,109648.29,109788.57,524.96936,2025-06-10 01:59:59.999000+00:00,57645162.42605280,93261,195.81785000,21502682.92278600,0
2025-06-10 02:00:00+00:00,109788.58,109788.58,109381.24,109650.94,568.91009,2025-06-10 02:59:59.999000+00:00,62334580.24237810,96546,234.22443000,25663948.48241970,0
2025-06-10 03:00:00+00:00,109650.95,109684.89,109382.38,109568.02,369.14727,2025-06-10 03:59:59.999000+00:00,40416443.11682200,63357,160.32094000,17552826.41157040,0
2025-06-10 04:00:00+00:00,109568.03,109649.98,109366.0,109528.55,369.49008,2025-06-10 04:59:59.999000+00:00,40448320.22129590,52312,197.54344000,21623798.58672930,0
2025-06-10 05:00:00+00:00,109528.55,109737.68,109200.0,109310.49,529.37516,2025-06-10 05:59:59.999000+00:00,57926574.79373420,84427,237.49521000,25985696.87753870,0
2025-06-10 06:00:00+00:00,109310.49,109650.0,109161.0,109502.68,427.51687,2025-06-10 06:59:59.999000+00:00,46763841.45179640,77444,253.58155000,27739482.44934750,0
2025-06-10 07:00:00+00:00,109502.69,109517.16,109095.67,109205.14,990.69176,2025-06-10 07:59:59.999000+00:00,108228609.81126800,94708,242.44813000,26492431.43204800,0
2025-06-10 08:00:00+00:00,109205.14,109415.1,109056.9,109082.65,522.59315,2025-06-10 08:59:59.999000+00:00,57070008.83889780,85105,254.37479000,27783035.05338050,0
2025-06-10 09:00:00+00:00,109082.65,109521.84,109065.14,109508.78,615.65872,2025-06-10 09:59:59.999000+00:00,67279749.70300510,83850,372.11909000,40679149.06430500,0
2025-06-10 10:00:00+00:00,109508.78,109573.3,109275.43,109303.61,324.81871,2025-06-10 10:59:59.999000+00:00,35535294.60422810,65289,170.63563000,18669738.44118650,0
2025-06-10 11:00:00+00:00,109303.61,109851.8,109199.81,109541.28,881.83399,2025-06-10 11:59:59.999000+00:00,96682585.09382350,134371,495.35055000,54308684.47516350,0
2025-06-10 12:00:00+00:00,109541.93,109700.0,109415.62,109697.76,554.16291,2025-06-10 12:59:59.999000+00:00,60710583.51396790,102717,316.47498000,34671878.95631640,0
2025-06-10 13:00:00+00:00,109697.75,109900.81,108888.88,109305.28,1408.6638,2025-06-10 13:59:59.999000+00:00,154121031.85004870,212069,561.95085000,61527206.04091120,0
2025-06-10 14:00:00+00:00,109305.28,109332.45,108468.29,108620.01,1840.47344,2025-06-10 14:59:59.999000+00:00,200310295.68243500,275490,719.42418000,78277249.51170190,0
2025-06-10 15:00:00+00:00,108620.0,109199.99,108331.03,109015.42,1443.70766,2025-06-10 15:59:59.999000+00:00,157101081.42381870,233231,670.86234000,72995707.35440490,0
2025-06-10 16:00:00+00:00,109015.41,109251.41,108690.59,108720.61,536.4776,2025-06-10 16:59:59.999000+00:00,58468979.62588290,141321,288.96058000,31492535.68805120,0
2025-06-10 17:00:00+00:00,108720.61,109064.06,108616.68,108711.37,359.45497,2025-06-10 17:59:59.999000+00:00,39111984.02815940,100154,180.80778000,19672160.75294010,0
2025-06-10 18:00:00+00:00,108711.37,109480.67,108518.86,109282.38,477.70957,2025-06-10 18:59:59.999000+00:00,52045546.82410260,130138,280.75700000,30590949.12904850,0
2025-06-10 19:00:00+00:00,109282.38,110400.0,109282.37,109526.3,1266.2179,2025-06-10 19:59:59.999000+00:00,139173860.32484710,234055,731.22839000,80382017.80792840,0
2025-06-10 20:00:00+00:00,109526.3,110018.07,109239.68,109960.0,609.61756,2025-06-10 20:59:59.999000+00:00,66778478.96688420,156023,287.40513000,31502760.58784070,0
2025-06-10 21:00:00+00:00,109960.01,110000.0,109420.0,109863.07,453.96715,2025-06-10 21:59:59.999000+00:00,49833841.06282370,131736,235.10395000,25808764.50802670,0
2025-06-10 22:00:00+00:00,109863.06,110181.1,109610.4,109727.87,482.13147,2025-06-10 22:59:59.999000+00:00,52996381.19408980,116796,201.01543000,22102892.67941560,0
