starting_equity,ending_equity,pnl,pnl_pct,n_trades,n_wins,n_losses,winrate,max_drawdown_pct
1000.0,1002.4564364499068,2.456436449906846,0.24564364499068458,108,42,66,38.88888888888889,0.28622187986710673
