starting_equity,ending_equity,pnl,pnl_pct,n_trades,n_wins,n_losses,winrate,max_drawdown_pct
1000.0,1000.2566106384429,0.25661063844290766,0.025661063844290764,25,11,14,44.0,0.08654188089570267
