run,ending_equity,pnl,pnl_pct,n_trades,winrate,max_dd_pct,no_whale_trades,no_whale_winrate,no_whale_pnl,other_trades,other_winrate,other_pnl
older,1000.2566106384428,0.2566106384429076,0.0256610638442907,25.0,44.0,0.0865418808957026,15.0,46.666666666666664,0.22797425603250784,10.0,40.0,0.028636382410439337
latest,999.7054658945654,-0.29453410543465,-0.0294534105434649,23.0,39.130434782608695,0.1072507957714949,14.0,35.714285714285715,-0.628980880501621,9.0,44.44444444444444,0.3344467750668505
