whale_on,n_trades,wins,losses,winrate_pct,pnl_sum,pnl_mean,pnl_median,avg_whale_score
whale_off,14.0,5.0,9.0,35.714285714285715,-0.628980880501621,-0.04492720575011579,-0.13796781407558434,0.0
whale_on,9.0,4.0,5.0,44.44444444444444,0.3344467750668505,0.037160752785205614,-0.1396487129672673,0.8495304820507277
