bar,time,symbol,interval,price,signal,p_used,p_single,p_1m,p_5m,p_15m,p_1h,whale_dir,whale_score,atr,equity,peak_equity,max_drawdown_pct,pnl_total
212,212,BTCUSDT,5m,92904.68,hold,0.5,0.5,0.5,0.5,0.5,0.5,none,0.0,154.24928571428504,1000.0,1000.0,0.0,0.0
213,213,BTCUSDT,5m,92908.07,hold,0.5,0.5,0.5,0.5,0.5,0.5,none,0.0,151.39357142857105,1000.0,1000.0,0.0,0.0
214,214,BTCUSDT,5m,92934.49,hold,0.5,0.5,0.5,0.5,0.5,0.5,none,0.0,145.22642857142742,1000.0,1000.0,0.0,0.0
215,215,BTCUSDT,5m,92880.0,hold,0.5,0.5,0.5,0.5,0.5,0.5,none,0.0,150.6185714285696,1000.0,1000.0,0.0,0.0
216,216,BTCUSDT,5m,92930.0,hold,0.5,0.5,0.5,0.5,0.5,0.5,none,0.0,150.88642857142673,1000.0,1000.0,0.0,0.0
217,217,BTCUSDT,5m,92892.36,hold,0.5,0.5,0.5,0.5,0.5,0.5,none,0.0,143.8299999999976,1000.0,1000.0,0.0,0.0
218,218,BTCUSDT,5m,92969.93,hold,0.5,0.5,0.5,0.5,0.5,0.5,none,0.0,135.69499999999763,1000.0,1000.0,0.0,0.0
219,219,BTCUSDT,5m,93154.28,hold,0.5,0.5,0.5,0.5,0.5,0.5,none,0.0,148.62857142856956,1000.0,1000.0,0.0,0.0
220,220,BTCUSDT,5m,93178.46,hold,0.5,0.5,0.5,0.5,0.5,0.5,none,0.0,146.4407142857121,1000.0,1000.0,0.0,0.0
221,221,BTCUSDT,5m,93086.45,hold,0.5,0.5,0.5,0.5,0.5,0.5,none,0.0,145.25499999999843,1000.0,1000.0,0.0,0.0
222,222,BTCUSDT,5m,93093.27,hold,0.5,0.5,0.5,0.5,0.5,0.5,none,0.0,144.05999999999872,1000.0,1000.0,0.0,0.0
223,223,BTCUSDT,5m,93135.18,hold,0.5,0.5,0.5,0.5,0.5,0.5,none,0.0,138.08428571428416,1000.0,1000.0,0.0,0.0
