starting_equity,ending_equity,pnl,pnl_pct,n_trades,n_wins,n_losses,winrate,max_drawdown_pct
1000.0,1002.2146160149649,2.2146160149649177,0.22146160149649177,108,42,66,38.88888888888889,0.3152256103948565
