case,equity_csv,trades_csv,summary_csv,ending_equity,pnl,pnl_pct,n_trades,winrate,max_drawdown_pct,eq_rows,tr_rows,eq_whale_dir_counts,eq_whale_score_mean,eq_whale_score_p75,tr_whale_on_true,tr_alignment_counts
A_BASELINE_NO_WHALE,/home/kasm920/binance1/outputs/equity_curve_BTCUSDT_5m_20251214_162556.csv,/home/kasm920/binance1/outputs/trades_BTCUSDT_5m_20251214_162556.csv,/home/kasm920/binance1/outputs/summary_BTCUSDT_5m_20251214_162556.csv,1000.0004088561926,0.0004088561926209,4.088561926209877e-05,5,40.0,0.0466658194128703,93,5,"{'none': 70, 'short': 16, 'long': 7}",0.20313841101726798,0.0,1,"{'no_whale': 4, 'aligned': 1}"
B_WHALE_POLICY,/home/kasm920/binance1/outputs/equity_curve_BTCUSDT_5m_20251214_163236.csv,/home/kasm920/binance1/outputs/trades_BTCUSDT_5m_20251214_163236.csv,/home/kasm920/binance1/outputs/summary_BTCUSDT_5m_20251214_163236.csv,1000.0004088561926,0.0004088561926209,4.088561926209877e-05,5,40.0,0.0466658194128703,93,5,"{'none': 70, 'short': 16, 'long': 7}",0.20313841101726798,0.0,1,"{'no_whale': 4, 'aligned': 1}"
