older_n_trades,latest_n_trades,n_trades_change_pct,older_pnl,latest_pnl,pnl_change_pct,older_max_dd_pct,latest_max_dd_pct,older_winrate,latest_winrate
0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
