2025-12-04 08:22:35,635 | WARNING | system | [HYBRID] SGD predict_proba failed: TypeError("float() argument must be a string or a real number, not 'Timestamp'"). Falling back to uniform 0.5.
2025-12-04 08:22:35,635 | INFO | system | [PRED] p_sgd=0.0000, p_hybrid=0.5000
2025-12-04 08:22:35,635 | INFO | system | [SIGNAL] signal=hold, model_conf_factor=1.000
2025-12-04 08:22:35,635 | INFO | system | [MAIN] TRAINING_MODE aktif, execute_decision çağrılmayacak. Sinyal sadece loglandı.
2025-12-04 08:23:35,696 | INFO | system | [DATA] Starting data pipeline for BTCUSDT (1m, limit=500)
2025-12-04 08:23:35,945 | INFO | system | [FE] Features DF shape: (481, 22), columns=['open_time', 'open', 'high', 'low', 'close', 'volume', 'close_time', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_volume', 'taker_buy_quote_volume', 'ignore', 'hl_range', 'oc_change', 'return_1', 'return_3', 'return_5', 'ma_5', 'ma_10', 'ma_20', 'vol_10', 'dummy_extra']
2025-12-04 08:23:35,948 | WARNING | system | [HYBRID] SGD predict_proba failed: TypeError("float() argument must be a string or a real number, not 'Timestamp'"). Falling back to uniform 0.5.
2025-12-04 08:23:35,949 | INFO | system | [PRED] p_sgd=0.0000, p_hybrid=0.5000
2025-12-04 08:23:35,949 | INFO | system | [SIGNAL] signal=hold, model_conf_factor=1.000
2025-12-04 08:23:35,949 | INFO | system | [MAIN] TRAINING_MODE aktif, execute_decision çağrılmayacak. Sinyal sadece loglandı.
2025-12-04 08:24:36,010 | INFO | system | [DATA] Starting data pipeline for BTCUSDT (1m, limit=500)
2025-12-04 08:24:36,253 | INFO | system | [FE] Features DF shape: (481, 22), columns=['open_time', 'open', 'high', 'low', 'close', 'volume', 'close_time', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_volume', 'taker_buy_quote_volume', 'ignore', 'hl_range', 'oc_change', 'return_1', 'return_3', 'return_5', 'ma_5', 'ma_10', 'ma_20', 'vol_10', 'dummy_extra']
2025-12-04 08:24:36,255 | WARNING | system | [HYBRID] SGD predict_proba failed: TypeError("float() argument must be a string or a real number, not 'Timestamp'"). Falling back to uniform 0.5.
2025-12-04 08:24:36,256 | INFO | system | [PRED] p_sgd=0.0000, p_hybrid=0.5000
2025-12-04 08:24:36,256 | INFO | system | [SIGNAL] signal=hold, model_conf_factor=1.000
2025-12-04 08:24:36,256 | INFO | system | [MAIN] TRAINING_MODE aktif, execute_decision çağrılmayacak. Sinyal sadece loglandı.
2025-12-04 08:25:36,317 | INFO | system | [DATA] Starting data pipeline for BTCUSDT (1m, limit=500)
2025-12-04 08:25:36,568 | INFO | system | [FE] Features DF shape: (481, 22), columns=['open_time', 'open', 'high', 'low', 'close', 'volume', 'close_time', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_volume', 'taker_buy_quote_volume', 'ignore', 'hl_range', 'oc_change', 'return_1', 'return_3', 'return_5', 'ma_5', 'ma_10', 'ma_20', 'vol_10', 'dummy_extra']
2025-12-04 08:25:36,571 | WARNING | system | [HYBRID] SGD predict_proba failed: TypeError("float() argument must be a string or a real number, not 'Timestamp'"). Falling back to uniform 0.5.
2025-12-04 08:25:36,571 | INFO | system | [PRED] p_sgd=0.0000, p_hybrid=0.5000
2025-12-04 08:25:36,572 | INFO | system | [SIGNAL] signal=hold, model_conf_factor=1.000
2025-12-04 08:25:36,572 | INFO | system | [MAIN] TRAINING_MODE aktif, execute_decision çağrılmayacak. Sinyal sadece loglandı.
2025-12-04 08:26:36,633 | INFO | system | [DATA] Starting data pipeline for BTCUSDT (1m, limit=500)
2025-12-04 08:26:36,876 | INFO | system | [FE] Features DF shape: (481, 22), columns=['open_time', 'open', 'high', 'low', 'close', 'volume', 'close_time', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_volume', 'taker_buy_quote_volume', 'ignore', 'hl_range', 'oc_change', 'return_1', 'return_3', 'return_5', 'ma_5', 'ma_10', 'ma_20', 'vol_10', 'dummy_extra']
2025-12-04 08:26:36,878 | WARNING | system | [HYBRID] SGD predict_proba failed: TypeError("float() argument must be a string or a real number, not 'Timestamp'"). Falling back to uniform 0.5.
2025-12-04 08:26:36,879 | INFO | system | [PRED] p_sgd=0.0000, p_hybrid=0.5000
2025-12-04 08:26:36,879 | INFO | system | [SIGNAL] signal=hold, model_conf_factor=1.000
2025-12-04 08:26:36,879 | INFO | system | [MAIN] TRAINING_MODE aktif, execute_decision çağrılmayacak. Sinyal sadece loglandı.
2025-12-04 08:27:36,940 | INFO | system | [DATA] Starting data pipeline for BTCUSDT (1m, limit=500)
2025-12-04 08:27:37,188 | INFO | system | [FE] Features DF shape: (481, 22), columns=['open_time', 'open', 'high', 'low', 'close', 'volume', 'close_time', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_volume', 'taker_buy_quote_volume', 'ignore', 'hl_range', 'oc_change', 'return_1', 'return_3', 'return_5', 'ma_5', 'ma_10', 'ma_20', 'vol_10', 'dummy_extra']
2025-12-04 08:27:37,190 | WARNING | system | [HYBRID] SGD predict_proba failed: TypeError("float() argument must be a string or a real number, not 'Timestamp'"). Falling back to uniform 0.5.
2025-12-04 08:27:37,191 | INFO | system | [PRED] p_sgd=0.0000, p_hybrid=0.5000
2025-12-04 08:27:37,191 | INFO | system | [SIGNAL] signal=hold, model_conf_factor=1.000
2025-12-04 08:27:37,191 | INFO | system | [MAIN] TRAINING_MODE aktif, execute_decision çağrılmayacak. Sinyal sadece loglandı.
2025-12-04 08:28:37,252 | INFO | system | [DATA] Starting data pipeline for BTCUSDT (1m, limit=500)
2025-12-04 08:28:37,498 | INFO | system | [FE] Features DF shape: (481, 22), columns=['open_time', 'open', 'high', 'low', 'close', 'volume', 'close_time', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_volume', 'taker_buy_quote_volume', 'ignore', 'hl_range', 'oc_change', 'return_1', 'return_3', 'return_5', 'ma_5', 'ma_10', 'ma_20', 'vol_10', 'dummy_extra']
2025-12-04 08:28:37,501 | WARNING | system | [HYBRID] SGD predict_proba failed: TypeError("float() argument must be a string or a real number, not 'Timestamp'"). Falling back to uniform 0.5.
2025-12-04 08:28:37,501 | INFO | system | [PRED] p_sgd=0.0000, p_hybrid=0.5000
2025-12-04 08:28:37,502 | INFO | system | [SIGNAL] signal=hold, model_conf_factor=1.000
2025-12-04 08:28:37,502 | INFO | system | [MAIN] TRAINING_MODE aktif, execute_decision çağrılmayacak. Sinyal sadece loglandı.
2025-12-04 08:29:37,554 | INFO | system | [DATA] Starting data pipeline for BTCUSDT (1m, limit=500)
2025-12-04 08:29:37,803 | INFO | system | [FE] Features DF shape: (481, 22), columns=['open_time', 'open', 'high', 'low', 'close', 'volume', 'close_time', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_volume', 'taker_buy_quote_volume', 'ignore', 'hl_range', 'oc_change', 'return_1', 'return_3', 'return_5', 'ma_5', 'ma_10', 'ma_20', 'vol_10', 'dummy_extra']
2025-12-04 08:29:37,806 | WARNING | system | [HYBRID] SGD predict_proba failed: TypeError("float() argument must be a string or a real number, not 'Timestamp'"). Falling back to uniform 0.5.
2025-12-04 08:29:37,806 | INFO | system | [PRED] p_sgd=0.0000, p_hybrid=0.5000
2025-12-04 08:29:37,806 | INFO | system | [SIGNAL] signal=hold, model_conf_factor=1.000
2025-12-04 08:29:37,807 | INFO | system | [MAIN] TRAINING_MODE aktif, execute_decision çağrılmayacak. Sinyal sadece loglandı.
2025-12-04 08:30:37,867 | INFO | system | [DATA] Starting data pipeline for BTCUSDT (1m, limit=500)
2025-12-04 08:30:38,118 | INFO | system | [FE] Features DF shape: (481, 22), columns=['open_time', 'open', 'high', 'low', 'close', 'volume', 'close_time', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_volume', 'taker_buy_quote_volume', 'ignore', 'hl_range', 'oc_change', 'return_1', 'return_3', 'return_5', 'ma_5', 'ma_10', 'ma_20', 'vol_10', 'dummy_extra']
2025-12-04 08:30:38,121 | WARNING | system | [HYBRID] SGD predict_proba failed: TypeError("float() argument must be a string or a real number, not 'Timestamp'"). Falling back to uniform 0.5.
2025-12-04 08:30:38,122 | INFO | system | [PRED] p_sgd=0.0000, p_hybrid=0.5000
2025-12-04 08:30:38,122 | INFO | system | [SIGNAL] signal=hold, model_conf_factor=1.000
2025-12-04 08:30:38,122 | INFO | system | [MAIN] TRAINING_MODE aktif, execute_decision çağrılmayacak. Sinyal sadece loglandı.
2025-12-04 08:31:38,123 | INFO | system | [DATA] Starting data pipeline for BTCUSDT (1m, limit=500)
2025-12-04 08:31:38,369 | INFO | system | [FE] Features DF shape: (481, 22), columns=['open_time', 'open', 'high', 'low', 'close', 'volume', 'close_time', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_volume', 'taker_buy_quote_volume', 'ignore', 'hl_range', 'oc_change', 'return_1', 'return_3', 'return_5', 'ma_5', 'ma_10', 'ma_20', 'vol_10', 'dummy_extra']
2025-12-04 08:31:38,371 | WARNING | system | [HYBRID] SGD predict_proba failed: TypeError("float() argument must be a string or a real number, not 'Timestamp'"). Falling back to uniform 0.5.
2025-12-04 08:31:38,371 | INFO | system | [PRED] p_sgd=0.0000, p_hybrid=0.5000
2025-12-04 08:31:38,371 | INFO | system | [SIGNAL] signal=hold, model_conf_factor=1.000
2025-12-04 08:31:38,372 | INFO | system | [MAIN] TRAINING_MODE aktif, execute_decision çağrılmayacak. Sinyal sadece loglandı.
2025-12-04 08:32:38,411 | INFO | system | [DATA] Starting data pipeline for BTCUSDT (1m, limit=500)
2025-12-04 08:32:38,651 | INFO | system | [FE] Features DF shape: (481, 22), columns=['open_time', 'open', 'high', 'low', 'close', 'volume', 'close_time', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_volume', 'taker_buy_quote_volume', 'ignore', 'hl_range', 'oc_change', 'return_1', 'return_3', 'return_5', 'ma_5', 'ma_10', 'ma_20', 'vol_10', 'dummy_extra']
2025-12-04 08:32:38,653 | WARNING | system | [HYBRID] SGD predict_proba failed: TypeError("float() argument must be a string or a real number, not 'Timestamp'"). Falling back to uniform 0.5.
2025-12-04 08:32:38,653 | INFO | system | [PRED] p_sgd=0.0000, p_hybrid=0.5000
2025-12-04 08:32:38,653 | INFO | system | [SIGNAL] signal=hold, model_conf_factor=1.000
2025-12-04 08:32:38,654 | INFO | system | [MAIN] TRAINING_MODE aktif, execute_decision çağrılmayacak. Sinyal sadece loglandı.
2025-12-04 08:33:38,714 | INFO | system | [DATA] Starting data pipeline for BTCUSDT (1m, limit=500)
2025-12-04 08:33:38,960 | INFO | system | [FE] Features DF shape: (481, 22), columns=['open_time', 'open', 'high', 'low', 'close', 'volume', 'close_time', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_volume', 'taker_buy_quote_volume', 'ignore', 'hl_range', 'oc_change', 'return_1', 'return_3', 'return_5', 'ma_5', 'ma_10', 'ma_20', 'vol_10', 'dummy_extra']
2025-12-04 08:33:38,962 | WARNING | system | [HYBRID] SGD predict_proba failed: TypeError("float() argument must be a string or a real number, not 'Timestamp'"). Falling back to uniform 0.5.
2025-12-04 08:33:38,962 | INFO | system | [PRED] p_sgd=0.0000, p_hybrid=0.5000
2025-12-04 08:33:38,963 | INFO | system | [SIGNAL] signal=hold, model_conf_factor=1.000
2025-12-04 08:33:38,963 | INFO | system | [MAIN] TRAINING_MODE aktif, execute_decision çağrılmayacak. Sinyal sadece loglandı.
2025-12-04 08:34:39,023 | INFO | system | [DATA] Starting data pipeline for BTCUSDT (1m, limit=500)
2025-12-04 08:34:39,264 | INFO | system | [FE] Features DF shape: (481, 22), columns=['open_time', 'open', 'high', 'low', 'close', 'volume', 'close_time', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_volume', 'taker_buy_quote_volume', 'ignore', 'hl_range', 'oc_change', 'return_1', 'return_3', 'return_5', 'ma_5', 'ma_10', 'ma_20', 'vol_10', 'dummy_extra']
2025-12-04 08:34:39,266 | WARNING | system | [HYBRID] SGD predict_proba failed: TypeError("float() argument must be a string or a real number, not 'Timestamp'"). Falling back to uniform 0.5.
2025-12-04 08:34:39,266 | INFO | system | [PRED] p_sgd=0.0000, p_hybrid=0.5000
2025-12-04 08:34:39,266 | INFO | system | [SIGNAL] signal=hold, model_conf_factor=1.000
2025-12-04 08:34:39,266 | INFO | system | [MAIN] TRAINING_MODE aktif, execute_decision çağrılmayacak. Sinyal sadece loglandı.
2025-12-04 08:35:39,327 | INFO | system | [DATA] Starting data pipeline for BTCUSDT (1m, limit=500)
2025-12-04 08:35:39,786 | INFO | system | [FE] Features DF shape: (481, 22), columns=['open_time', 'open', 'high', 'low', 'close', 'volume', 'close_time', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_volume', 'taker_buy_quote_volume', 'ignore', 'hl_range', 'oc_change', 'return_1', 'return_3', 'return_5', 'ma_5', 'ma_10', 'ma_20', 'vol_10', 'dummy_extra']
2025-12-04 08:35:39,789 | WARNING | system | [HYBRID] SGD predict_proba failed: TypeError("float() argument must be a string or a real number, not 'Timestamp'"). Falling back to uniform 0.5.
2025-12-04 08:35:39,789 | INFO | system | [PRED] p_sgd=0.0000, p_hybrid=0.5000
2025-12-04 08:35:39,789 | INFO | system | [SIGNAL] signal=hold, model_conf_factor=1.000
2025-12-04 08:35:39,789 | INFO | system | [MAIN] TRAINING_MODE aktif, execute_decision çağrılmayacak. Sinyal sadece loglandı.
2025-12-04 08:36:39,796 | INFO | system | [DATA] Starting data pipeline for BTCUSDT (1m, limit=500)
2025-12-04 08:36:40,067 | INFO | system | [FE] Features DF shape: (481, 22), columns=['open_time', 'open', 'high', 'low', 'close', 'volume', 'close_time', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_volume', 'taker_buy_quote_volume', 'ignore', 'hl_range', 'oc_change', 'return_1', 'return_3', 'return_5', 'ma_5', 'ma_10', 'ma_20', 'vol_10', 'dummy_extra']
2025-12-04 08:36:40,069 | WARNING | system | [HYBRID] SGD predict_proba failed: TypeError("float() argument must be a string or a real number, not 'Timestamp'"). Falling back to uniform 0.5.
2025-12-04 08:36:40,069 | INFO | system | [PRED] p_sgd=0.0000, p_hybrid=0.5000
2025-12-04 08:36:40,069 | INFO | system | [SIGNAL] signal=hold, model_conf_factor=1.000
2025-12-04 08:36:40,069 | INFO | system | [MAIN] TRAINING_MODE aktif, execute_decision çağrılmayacak. Sinyal sadece loglandı.
2025-12-04 08:37:40,130 | INFO | system | [DATA] Starting data pipeline for BTCUSDT (1m, limit=500)
2025-12-04 08:37:41,019 | INFO | system | [FE] Features DF shape: (481, 22), columns=['open_time', 'open', 'high', 'low', 'close', 'volume', 'close_time', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_volume', 'taker_buy_quote_volume', 'ignore', 'hl_range', 'oc_change', 'return_1', 'return_3', 'return_5', 'ma_5', 'ma_10', 'ma_20', 'vol_10', 'dummy_extra']
2025-12-04 08:37:41,022 | WARNING | system | [HYBRID] SGD predict_proba failed: TypeError("float() argument must be a string or a real number, not 'Timestamp'"). Falling back to uniform 0.5.
2025-12-04 08:37:41,022 | INFO | system | [PRED] p_sgd=0.0000, p_hybrid=0.5000
2025-12-04 08:37:41,022 | INFO | system | [SIGNAL] signal=hold, model_conf_factor=1.000
2025-12-04 08:37:41,022 | INFO | system | [MAIN] TRAINING_MODE aktif, execute_decision çağrılmayacak. Sinyal sadece loglandı.
2025-12-04 08:38:41,083 | INFO | system | [DATA] Starting data pipeline for BTCUSDT (1m, limit=500)
2025-12-04 08:38:41,543 | INFO | system | [FE] Features DF shape: (481, 22), columns=['open_time', 'open', 'high', 'low', 'close', 'volume', 'close_time', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_volume', 'taker_buy_quote_volume', 'ignore', 'hl_range', 'oc_change', 'return_1', 'return_3', 'return_5', 'ma_5', 'ma_10', 'ma_20', 'vol_10', 'dummy_extra']
2025-12-04 08:38:41,546 | WARNING | system | [HYBRID] SGD predict_proba failed: TypeError("float() argument must be a string or a real number, not 'Timestamp'"). Falling back to uniform 0.5.
2025-12-04 08:38:41,546 | INFO | system | [PRED] p_sgd=0.0000, p_hybrid=0.5000
2025-12-04 08:38:41,546 | INFO | system | [SIGNAL] signal=hold, model_conf_factor=1.000
2025-12-04 08:38:41,547 | INFO | system | [MAIN] TRAINING_MODE aktif, execute_decision çağrılmayacak. Sinyal sadece loglandı.
2025-12-04 08:39:41,550 | INFO | system | [DATA] Starting data pipeline for BTCUSDT (1m, limit=500)
2025-12-04 08:39:41,797 | INFO | system | [FE] Features DF shape: (481, 22), columns=['open_time', 'open', 'high', 'low', 'close', 'volume', 'close_time', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_volume', 'taker_buy_quote_volume', 'ignore', 'hl_range', 'oc_change', 'return_1', 'return_3', 'return_5', 'ma_5', 'ma_10', 'ma_20', 'vol_10', 'dummy_extra']
2025-12-04 08:39:41,800 | WARNING | system | [HYBRID] SGD predict_proba failed: TypeError("float() argument must be a string or a real number, not 'Timestamp'"). Falling back to uniform 0.5.
2025-12-04 08:39:41,800 | INFO | system | [PRED] p_sgd=0.0000, p_hybrid=0.5000
2025-12-04 08:39:41,801 | INFO | system | [SIGNAL] signal=hold, model_conf_factor=1.000
2025-12-04 08:39:41,801 | INFO | system | [MAIN] TRAINING_MODE aktif, execute_decision çağrılmayacak. Sinyal sadece loglandı.
2025-12-04 08:40:41,803 | INFO | system | [DATA] Starting data pipeline for BTCUSDT (1m, limit=500)
2025-12-04 08:40:42,092 | INFO | system | [FE] Features DF shape: (481, 22), columns=['open_time', 'open', 'high', 'low', 'close', 'volume', 'close_time', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_volume', 'taker_buy_quote_volume', 'ignore', 'hl_range', 'oc_change', 'return_1', 'return_3', 'return_5', 'ma_5', 'ma_10', 'ma_20', 'vol_10', 'dummy_extra']
2025-12-04 08:40:42,095 | WARNING | system | [HYBRID] SGD predict_proba failed: TypeError("float() argument must be a string or a real number, not 'Timestamp'"). Falling back to uniform 0.5.
2025-12-04 08:40:42,096 | INFO | system | [PRED] p_sgd=0.0000, p_hybrid=0.5000
2025-12-04 08:40:42,096 | INFO | system | [SIGNAL] signal=hold, model_conf_factor=1.000
2025-12-04 08:40:42,096 | INFO | system | [MAIN] TRAINING_MODE aktif, execute_decision çağrılmayacak. Sinyal sadece loglandı.
2025-12-04 08:41:42,162 | INFO | system | [DATA] Starting data pipeline for BTCUSDT (1m, limit=500)
2025-12-04 08:41:42,458 | INFO | system | [FE] Features DF shape: (481, 22), columns=['open_time', 'open', 'high', 'low', 'close', 'volume', 'close_time', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_volume', 'taker_buy_quote_volume', 'ignore', 'hl_range', 'oc_change', 'return_1', 'return_3', 'return_5', 'ma_5', 'ma_10', 'ma_20', 'vol_10', 'dummy_extra']
2025-12-04 08:41:42,472 | WARNING | system | [HYBRID] SGD predict_proba failed: TypeError("float() argument must be a string or a real number, not 'Timestamp'"). Falling back to uniform 0.5.
2025-12-04 08:41:42,474 | INFO | system | [PRED] p_sgd=0.0000, p_hybrid=0.5000
2025-12-04 08:41:42,474 | INFO | system | [SIGNAL] signal=hold, model_conf_factor=1.000
2025-12-04 08:41:42,475 | INFO | system | [MAIN] TRAINING_MODE aktif, execute_decision çağrılmayacak. Sinyal sadece loglandı.
2025-12-04 08:42:42,537 | INFO | system | [DATA] Starting data pipeline for BTCUSDT (1m, limit=500)
2025-12-04 08:42:42,779 | INFO | system | [FE] Features DF shape: (481, 22), columns=['open_time', 'open', 'high', 'low', 'close', 'volume', 'close_time', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_volume', 'taker_buy_quote_volume', 'ignore', 'hl_range', 'oc_change', 'return_1', 'return_3', 'return_5', 'ma_5', 'ma_10', 'ma_20', 'vol_10', 'dummy_extra']
2025-12-04 08:42:42,782 | WARNING | system | [HYBRID] SGD predict_proba failed: TypeError("float() argument must be a string or a real number, not 'Timestamp'"). Falling back to uniform 0.5.
2025-12-04 08:42:42,782 | INFO | system | [PRED] p_sgd=0.0000, p_hybrid=0.5000
2025-12-04 08:42:42,782 | INFO | system | [SIGNAL] signal=hold, model_conf_factor=1.000
2025-12-04 08:42:42,782 | INFO | system | [MAIN] TRAINING_MODE aktif, execute_decision çağrılmayacak. Sinyal sadece loglandı.
2025-12-04 08:43:42,843 | INFO | system | [DATA] Starting data pipeline for BTCUSDT (1m, limit=500)
2025-12-04 08:43:43,305 | INFO | system | [FE] Features DF shape: (481, 22), columns=['open_time', 'open', 'high', 'low', 'close', 'volume', 'close_time', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_volume', 'taker_buy_quote_volume', 'ignore', 'hl_range', 'oc_change', 'return_1', 'return_3', 'return_5', 'ma_5', 'ma_10', 'ma_20', 'vol_10', 'dummy_extra']
2025-12-04 08:43:43,307 | WARNING | system | [HYBRID] SGD predict_proba failed: TypeError("float() argument must be a string or a real number, not 'Timestamp'"). Falling back to uniform 0.5.
2025-12-04 08:43:43,308 | INFO | system | [PRED] p_sgd=0.0000, p_hybrid=0.5000
2025-12-04 08:43:43,308 | INFO | system | [SIGNAL] signal=hold, model_conf_factor=1.000
2025-12-04 08:43:43,308 | INFO | system | [MAIN] TRAINING_MODE aktif, execute_decision çağrılmayacak. Sinyal sadece loglandı.
2025-12-04 08:44:43,369 | INFO | system | [DATA] Starting data pipeline for BTCUSDT (1m, limit=500)
2025-12-04 08:44:43,824 | INFO | system | [FE] Features DF shape: (481, 22), columns=['open_time', 'open', 'high', 'low', 'close', 'volume', 'close_time', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_volume', 'taker_buy_quote_volume', 'ignore', 'hl_range', 'oc_change', 'return_1', 'return_3', 'return_5', 'ma_5', 'ma_10', 'ma_20', 'vol_10', 'dummy_extra']
2025-12-04 08:44:43,826 | WARNING | system | [HYBRID] SGD predict_proba failed: TypeError("float() argument must be a string or a real number, not 'Timestamp'"). Falling back to uniform 0.5.
2025-12-04 08:44:43,826 | INFO | system | [PRED] p_sgd=0.0000, p_hybrid=0.5000
2025-12-04 08:44:43,827 | INFO | system | [SIGNAL] signal=hold, model_conf_factor=1.000
2025-12-04 08:44:43,827 | INFO | system | [MAIN] TRAINING_MODE aktif, execute_decision çağrılmayacak. Sinyal sadece loglandı.
2025-12-04 08:45:43,883 | INFO | system | [DATA] Starting data pipeline for BTCUSDT (1m, limit=500)
2025-12-04 08:45:44,127 | INFO | system | [FE] Features DF shape: (481, 22), columns=['open_time', 'open', 'high', 'low', 'close', 'volume', 'close_time', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_volume', 'taker_buy_quote_volume', 'ignore', 'hl_range', 'oc_change', 'return_1', 'return_3', 'return_5', 'ma_5', 'ma_10', 'ma_20', 'vol_10', 'dummy_extra']
2025-12-04 08:45:44,129 | WARNING | system | [HYBRID] SGD predict_proba failed: TypeError("float() argument must be a string or a real number, not 'Timestamp'"). Falling back to uniform 0.5.
2025-12-04 08:45:44,130 | INFO | system | [PRED] p_sgd=0.0000, p_hybrid=0.5000
2025-12-04 08:45:44,130 | INFO | system | [SIGNAL] signal=hold, model_conf_factor=1.000
2025-12-04 08:45:44,130 | INFO | system | [MAIN] TRAINING_MODE aktif, execute_decision çağrılmayacak. Sinyal sadece loglandı.
2025-12-04 08:46:44,171 | INFO | system | [DATA] Starting data pipeline for BTCUSDT (1m, limit=500)
2025-12-04 08:46:44,631 | INFO | system | [FE] Features DF shape: (481, 22), columns=['open_time', 'open', 'high', 'low', 'close', 'volume', 'close_time', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_volume', 'taker_buy_quote_volume', 'ignore', 'hl_range', 'oc_change', 'return_1', 'return_3', 'return_5', 'ma_5', 'ma_10', 'ma_20', 'vol_10', 'dummy_extra']
2025-12-04 08:46:44,634 | WARNING | system | [HYBRID] SGD predict_proba failed: TypeError("float() argument must be a string or a real number, not 'Timestamp'"). Falling back to uniform 0.5.
2025-12-04 08:46:44,634 | INFO | system | [PRED] p_sgd=0.0000, p_hybrid=0.5000
2025-12-04 08:46:44,634 | INFO | system | [SIGNAL] signal=hold, model_conf_factor=1.000
2025-12-04 08:46:44,634 | INFO | system | [MAIN] TRAINING_MODE aktif, execute_decision çağrılmayacak. Sinyal sadece loglandı.
2025-12-04 08:47:44,695 | INFO | system | [DATA] Starting data pipeline for BTCUSDT (1m, limit=500)
2025-12-04 08:47:44,939 | INFO | system | [FE] Features DF shape: (481, 22), columns=['open_time', 'open', 'high', 'low', 'close', 'volume', 'close_time', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_volume', 'taker_buy_quote_volume', 'ignore', 'hl_range', 'oc_change', 'return_1', 'return_3', 'return_5', 'ma_5', 'ma_10', 'ma_20', 'vol_10', 'dummy_extra']
2025-12-04 08:47:44,941 | WARNING | system | [HYBRID] SGD predict_proba failed: TypeError("float() argument must be a string or a real number, not 'Timestamp'"). Falling back to uniform 0.5.
2025-12-04 08:47:44,941 | INFO | system | [PRED] p_sgd=0.0000, p_hybrid=0.5000
2025-12-04 08:47:44,942 | INFO | system | [SIGNAL] signal=hold, model_conf_factor=1.000
2025-12-04 08:47:44,942 | INFO | system | [MAIN] TRAINING_MODE aktif, execute_decision çağrılmayacak. Sinyal sadece loglandı.
2025-12-04 08:48:44,987 | INFO | system | [DATA] Starting data pipeline for BTCUSDT (1m, limit=500)
2025-12-04 08:48:45,228 | INFO | system | [FE] Features DF shape: (481, 22), columns=['open_time', 'open', 'high', 'low', 'close', 'volume', 'close_time', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_volume', 'taker_buy_quote_volume', 'ignore', 'hl_range', 'oc_change', 'return_1', 'return_3', 'return_5', 'ma_5', 'ma_10', 'ma_20', 'vol_10', 'dummy_extra']
2025-12-04 08:48:45,230 | WARNING | system | [HYBRID] SGD predict_proba failed: TypeError("float() argument must be a string or a real number, not 'Timestamp'"). Falling back to uniform 0.5.
2025-12-04 08:48:45,231 | INFO | system | [PRED] p_sgd=0.0000, p_hybrid=0.5000
2025-12-04 08:48:45,231 | INFO | system | [SIGNAL] signal=hold, model_conf_factor=1.000
2025-12-04 08:48:45,231 | INFO | system | [MAIN] TRAINING_MODE aktif, execute_decision çağrılmayacak. Sinyal sadece loglandı.
2025-12-04 08:49:45,291 | INFO | system | [DATA] Starting data pipeline for BTCUSDT (1m, limit=500)
2025-12-04 08:49:45,533 | INFO | system | [FE] Features DF shape: (481, 22), columns=['open_time', 'open', 'high', 'low', 'close', 'volume', 'close_time', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_volume', 'taker_buy_quote_volume', 'ignore', 'hl_range', 'oc_change', 'return_1', 'return_3', 'return_5', 'ma_5', 'ma_10', 'ma_20', 'vol_10', 'dummy_extra']
2025-12-04 08:49:45,535 | WARNING | system | [HYBRID] SGD predict_proba failed: TypeError("float() argument must be a string or a real number, not 'Timestamp'"). Falling back to uniform 0.5.
2025-12-04 08:49:45,536 | INFO | system | [PRED] p_sgd=0.0000, p_hybrid=0.5000
2025-12-04 08:49:45,536 | INFO | system | [SIGNAL] signal=hold, model_conf_factor=1.000
2025-12-04 08:49:45,536 | INFO | system | [MAIN] TRAINING_MODE aktif, execute_decision çağrılmayacak. Sinyal sadece loglandı.
2025-12-04 08:50:45,554 | INFO | system | [DATA] Starting data pipeline for BTCUSDT (1m, limit=500)
