timestamp,symbol,side,interval,entry_price,exit_price,qty,notional,pnl_usdt,pnl_pct,duration_min,reason,label_best_side,model_conf,bt_p_buy_raw,bt_p_buy_ema,bt_ema_alpha
2025-12-16T20:43:35.392565,TESTUSDT,unknown,,99.77,101.0,,,1.23,1.23,,manual_test,,,0.61,0.58,0.12
2025-12-16T20:58:43.609489,BTCUSDT,long,5m,91138.54,91501.4,0.0005486153278294781,50.0,0.19907055785620476,0.003981411157124095,,TP_HIT,,,,,
2025-12-16T20:58:56.078116,BTCUSDT,long,5m,91501.4,91329.6,0.0005464397266052761,50.0,-0.09387834503078007,-0.0018775669006156014,,SL_HIT,,,,,
2025-12-16T20:59:10.283364,BTCUSDT,long,5m,91329.6,91147.17,0.0005474676337134948,50.0,-0.099874520418357,-0.00199749040836714,,SL_HIT,,,,,
2025-12-16T20:59:12.028776,BTCUSDT,long,5m,91147.17,90958.03,0.00010971267676220775,10.0,-0.02075105568280391,-0.0020751055682803913,,SL_HIT,,,,,
2025-12-16T20:59:29.609095,BTCUSDT,long,5m,90958.03,91510.76,0.0001772393079513869,16.121338289821487,0.09796548268396936,0.006076758698489798,,TP_HIT,,,,,
2025-12-16T21:01:21.315101,BTCUSDT,long,5m,91510.76,91173.34,0.000983490903146253,90.0,-0.33184950053960693,-0.0036872166726622992,,SL_HIT,,,,,
2025-12-16T21:03:24.815475,BTCUSDT,long,5m,91173.34,91627.59,0.0005484059265570396,50.0,0.24911339213853526,0.004982267842770705,,TP_HIT,,,,,
2025-12-16T21:03:41.365385,BTCUSDT,long,5m,91627.59,92325.47,0.00010913743338660332,10.0,0.07616483201184324,0.007616483201184324,,TP_HIT,,,,,
2025-12-16T21:04:25.860347,BTCUSDT,long,5m,92325.47,92964.17,0.0009748122592822977,90.0,0.6226125900036007,0.006917917666706674,,TP_HIT,,,,,
2025-12-16T21:04:31.331544,BTCUSDT,long,5m,92964.17,92580.12,0.0006385419329246707,59.36152080453769,-0.24523202933972166,-0.004131161500178003,,SL_HIT,,,,,
2025-12-16T21:04:43.350184,BTCUSDT,long,5m,92580.12,92010.5,0.00010801454999194213,10.0,-0.06152724796640957,-0.006152724796640957,,SL_HIT,,,,,
2025-12-16T21:06:43.351886,BTCUSDT,long,5m,91138.54,91501.4,0.0005486153278294781,50.0,0.19907055785620476,0.003981411157124095,,TP_HIT,,,,,
2025-12-16T21:06:50.334610,BTCUSDT,long,5m,92010.5,91385.24,0.0005434162405377647,50.0,-0.3397764385586399,-0.006795528771172799,,SL_HIT,,,,,
2025-12-16T21:07:35.849890,BTCUSDT,long,5m,91385.24,90936.23,0.0005471343074658446,50.0,-0.24566877539524395,-0.004913375507904879,,SL_HIT,,,,,
2025-12-16T21:07:55.343216,BTCUSDT,long,5m,91501.4,91329.6,0.0005464397266052761,50.0,-0.09387834503078007,-0.0018775669006156014,,SL_HIT,,,,,
2025-12-16T21:08:13.115218,BTCUSDT,long,5m,90936.23,90480.01,0.0005498358575014601,50.0,-0.25084611490931674,-0.005016922298186335,,SL_HIT,,,,,
2025-12-16T21:09:13.313442,BTCUSDT,long,5m,91329.6,91147.17,0.0005474676337134948,50.0,-0.099874520418357,-0.00199749040836714,,SL_HIT,,,,,
2025-12-16T21:09:23.098147,BTCUSDT,long,5m,91147.17,90958.03,0.00010971267676220775,10.0,-0.02075105568280391,-0.0020751055682803913,,SL_HIT,,,,,
2025-12-16T21:10:32.093942,BTCUSDT,long,5m,90958.03,91510.76,0.0001772393079513869,16.121338289821487,0.09796548268396936,0.006076758698489798,,TP_HIT,,,,,
2025-12-16T21:13:08.080812,BTCUSDT,long,5m,91510.76,91173.34,0.000983490903146253,90.0,-0.33184950053960693,-0.0036872166726622992,,SL_HIT,,,,,
2025-12-16T21:15:46.386562,BTCUSDT,long,5m,91173.34,91627.59,0.0005484059265570396,50.0,0.24911339213853526,0.004982267842770705,,TP_HIT,,,,,
