open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1764167100000,87272.33,87333.0,87251.13,87308.45,49.05853,1764167399999,4282839.9001032,11422,25.39292,2216671.6203865,0
1764167400000,87308.44,87469.92,87053.66,87169.68,146.45589,1764167699999,12776872.1711729,45194,74.96981,6542248.1809077,0
1764167700000,87169.68,87412.08,87163.56,87364.13,248.13885,1764167999999,21665342.058693,44773,184.36969,16098546.004891,0
1764168000000,87364.14,87583.5,87229.45,87300.39,243.37166,1764168299999,21270992.7146079,41374,124.10453,10849645.9178471,0
1764168300000,87300.39,87633.74,87287.62,87633.74,116.3058,1764168599999,10169451.7123456,31735,89.41789,7817372.4032745,0
1764168600000,87633.74,87693.21,87190.54,87190.54,117.26072,1764168899999,10258021.1893577,42259,44.1066,3858851.5110525,0
1764168900000,87190.54,87253.99,86813.5,86899.73,165.12599,1764169199999,14373416.6993212,42464,64.60216,5621176.3788874,0
1764169200000,86899.72,87129.93,86859.08,87035.19,83.22021,1764169499999,7241224.48223,34104,44.86806,3903835.9392707,0
1764169500000,87035.18,87216.45,86934.59,87162.45,93.40521,1764169799999,8130356.9031592,37132,45.97359,4001899.4691961,0
1764169800000,87162.45,87186.76,86985.02,87025.57,53.68313,1764170099999,4674447.4836093,29514,27.28138,2375257.2305087,0
1764170100000,87025.58,87220.0,86875.52,87052.01,86.0215,1764170399999,7489610.7520486,35657,40.01114,3483421.0835627,0
1764170400000,87052.01,87074.21,86900.0,86951.8,96.15365,1764170699999,8365273.4165446,33498,51.07778,4443221.9225595,0
1764170700000,86951.79,87325.09,86951.79,87261.25,77.23944,1764170999999,6734870.2077886,33236,49.65502,4329429.4819765,0
1764171000000,87261.26,87349.41,87117.29,87130.0,80.7167,1764171299999,7041336.6054278,27933,32.35674,2822957.1233507,0
1764171300000,87129.99,87214.19,87060.95,87103.92,99.59028,1764171599999,8677511.2979214,27710,30.64939,2670943.3470295,0
1764171600000,87103.92,87157.32,86884.15,86884.16,155.46399,1764171899999,13525710.290538,30068,61.08322,5315030.6637948,0
1764171900000,86884.16,86884.16,86664.23,86825.6,156.33543,1764172199999,13567367.0088077,34986,78.4962,6812118.5954764,0
1764172200000,86825.59,87009.29,86766.0,86951.84,81.85541,1764172499999,7114237.8890754,22289,40.64809,3532410.5875958,0
1764172500000,86951.84,87008.98,86869.34,86978.0,121.54103,1764172799999,10566612.2885739,18499,54.60359,4746871.79868,0
1764172800000,86977.99,87237.19,86956.61,87219.11,89.44727,1764173099999,7788617.3089473,23801,49.17622,4282245.3599013,0
1764173100000,87219.11,87394.72,87208.67,87334.46,77.8296,1764173399999,6795326.8024548,26441,44.92807,3922195.6897805,0
1764173400000,87334.46,87574.81,87334.46,87564.07,252.03557,1764173699999,22054125.3774979,24074,148.2428,12972924.2700368,0
1764173700000,87564.07,87849.78,87564.06,87636.56,145.64576,1764173999999,12771618.3550904,33865,85.28087,7477825.7826284,0
1764174000000,87636.56,87750.0,87632.0,87699.79,57.82869,1764174299999,5071353.5410899,21957,20.99827,1841464.4596511,0
1764174300000,87699.79,87758.79,87590.21,87594.44,96.05482,1764174599999,8418717.9900132,20483,55.13353,4832224.347434,0
1764174600000,87594.45,87757.26,87575.32,87756.3,60.34508,1764174899999,5290171.6107472,25376,31.65255,2774560.6438251,0
1764174900000,87756.3,87946.0,87756.3,87822.52,110.81786,1764175199999,9735191.7226012,26363,71.83637,6310734.7164629,0
1764175200000,87822.51,87822.51,87557.85,87623.27,96.40773,1764175499999,8452227.2816971,21647,24.85341,2179420.9705427,0
1764175500000,87623.26,87739.9,87601.97,87650.12,94.90177,1764175799999,8319863.1989106,22255,36.53144,3202656.7116006,0
